,Date.of.Finan..cial.Period.Before.Offer,Issue.Date,Issuer,Business.Description,Nation,Ticker.Symbol,Principal.Amount....mil.,Proceeds,Offer.Price,Type.of.Security,IPO.Flag..Y.N.,Notable.VC,Investment.Bank..Lead.Left.,Additional.Lead.Underwriters,Total.VC.Funding.Raised,Age.of.Firm,Total.Revenues.in.Previous.Year,Total.Revenues.Last.Reported,Selling.and.Marketing,Total.Operating.Expenses,Net.Income,Net.Income.Margin,Long.Term.Debt,Total.Assets,Long.Term.Debt.to.Total.Asset.Ratio,market_performance,VIX_before,OneDayChange,FirstDayClose
62,3/31/15,6/17/15,Fitbit Inc,Electronic Computer Manufacturing,United States,FIT,731.50,731.50,20.00,Class A Shares,Yes,"Opus Capital
Undisclosed Firm
Genesis Partners Ltd
Walden International
Norwest Venture Partners
Walden International
Lightspeed Management Company LLC
Genesis Partners Ltd
Opus Capital
Walden International
Vertex Israel II Management Ltd
Undisclosed Firm
Undisclosed Firm
Walden International
Genesis Partners Ltd
Lightspeed Management Company LLC
Opus Capital
Vertex Israel II Management Ltd
GE Energy Financial Services Inc
Opus Capital
Walden International
Genesis Partners Ltd
Vertex Israel II Management Ltd
Undisclosed Firm
GE Energy Financial Services Inc
Undisclosed Firm
Opus Capital
Genesis Partners Ltd
Vertex Venture Holdings Ltd.
GE Energy Financial Services Inc",Morgan Stanley,2,119075.30,NA,271.087,745.43,112.01,199.73,131.77,0.176770455,159.61,669.30,23.85%,-0.011778554,14.5,0.484,29.68
63,3/31/15,6/25/15,AppFolio Inc,Software Publishers,United States,APPF,74.40,74.40,12.00,Class A Shares,Yes,"Softbank Capital Partners L P
Softbank Capital Partners L P
Softbank Capital Partners L P
Foundry Group LLC
Foundry Group LLC
Foundry Group LLC
Foundry Group LLC
Sapphire Ventures LLC
Qualcomm Ventures
True Ventures LLC
Uncork Capital
Undisclosed Firm
Foundry Group LLC
Foundry Group LLC
Uncork Capital
Uncork Capital
True Ventures LLC
True Ventures LLC
True Ventures LLC
True Ventures LLC
True Ventures LLC
True Ventures LLC
Felicis Ventures
Felicis Ventures",Morgan Stanley,1,73050.40,NA,26.542,47.6,16.88,56.23,-8.62,-0.181092437,0.13,36.00,0.36%,-0.003986692,14.01,0.173333333,14.08
64,6/30/15,8/4/15,Sunrun Inc,Electric utility company,United States,RUN,250.60,250.60,14.00,Common Shares,Yes,"Accel Partners & Co Inc
Madrone Capital Partners
Accel Partners & Co Inc
Accel Partners & Co Inc
Foundation Capital LLC
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Madrone Capital Partners
Undisclosed Firm
Accel Partners & Co Inc
Accel Partners & Co Inc
Foundation Capital LLC
Undisclosed Firm
Accel Partners & Co Inc
Accel Partners & Co Inc
Madrone Capital Partners
Sequoia Capital Operations LLC
Undisclosed Firm
Foundation Capital LLC
Undisclosed Firm
Accel Partners & Co Inc
Foundation Capital LLC
Accel Partners & Co Inc
Foundation Capital LLC
Accel Partners & Co Inc
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Foundation Capital LLC
Undisclosed Firm
Foundation Capital LLC
Accel Partners & Co Inc
Madrone Capital Partners
Foundation Capital LLC",Credit Suisse,2,317820.00,NA,54.74,198.557,78.723,331.176,-162.553,-0.818671716,188.604,2016.56,9.35%,0.012867666,13,-0.201428571,11.18
65,7/31/15,10/6/15,Pure Storage Inc,Mnfr data storage equip,United States,PSTG,425.00,425.00,17.00,Class A Shares,Yes,"e.ventures
Investment Group of Santa Barbara LLC
Undisclosed Firm
Undisclosed Firm
Investment Group of Santa Barbara LLC
Investment Group of Santa Barbara LLC
Investment Group of Santa Barbara LLC
e.ventures",Morgan Stanley,4,52000.00,NA,42.733,174.45,152.32,277.38,-182.23,-1.044597306,0,332.40,0.00%,0.001823431,19.4,-0.058235294,16.01
66,9/30/15,11/18/15,Square Inc,"Data Processing, Hosting, and Related Services",United States,SQ,243.00,243.00,9.00,Class A Shares,Yes,"Index Ventures SA
Undisclosed Firm
Redpoint Ventures
Greylock Partners LLC
Sutter Hill Ventures
Samsung Venture Investment Corp
T. Rowe Price Threshold Partnerships
Greylock Partners LLC
Undisclosed Firm
Undisclosed Firm
Fidelity Investment Funds II
Greylock Partners LLC
Tiger Global Management LLC
Redpoint Ventures
Index Ventures SA
T. Rowe Price Threshold Partnerships
Samsung Venture Investment Corp
Sutter Hill Ventures
Undisclosed Firm
Greylock Partners LLC
Undisclosed Firm
Redpoint Ventures
Greylock Partners LLC
Sutter Hill Ventures
Wellington Management Company LLP
Sutter Hill Ventures
Sutter Hill Ventures
In Q Tel Inc
Redpoint Ventures
Redpoint Ventures
Tiger Global Management LLC
Index Ventures SA
Greylock Partners LLC",Goldman Sachs,2,523571.60,NA,552.433,850.192,112.577,376.665,-154.093,-0.181244942,30,541.89,5.54%,0.026355909,16.85,0.452222222,13.07
67,9/30/15,12/9/15,Atlassian Corp Plc,Software Publishers,United States,TEAM,462.00,462.00,21.00,Class A Shares,Yes,"Sequoia Capital Operations LLC
Khosla Ventures LLC
Kleiner Perkins
Undisclosed Firm
Citi Ventures Inc
Sapphire Ventures LLC
Sapphire Ventures LLC
Gic Special Investments Pte Ltd
Goldman Sachs & Co LLC
Rizvi Traverse Management LLC
Rizvi Traverse Management LLC
Victory Park Capital Advisors LLC
First Round Capital
Tiger Global Management LLC
Kleiner Perkins
Kleiner Perkins
GGV Capital
Khosla Ventures LLC
Khosla Ventures LLC
Khosla Ventures LLC
Khosla Ventures LLC
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Citi Ventures Inc
Citi Ventures Inc
Kleiner Perkins
Kleiner Perkins
Undisclosed Firm
Khosla Ventures LLC
Undisclosed Firm",Goldman Sachs,1,494750.00,NA,215.109,319.52,67.99,266.17,6.78,0.021219329,0,325.00,0.00%,-0.013168041,19.610001,0.32285719,27.780001
68,3/31/16,5/12/16,Acacia Communications Inc,Semiconductor and Related Device Manufacturing,United States,ACIA,103.50,103.50,23.00,Common Shares,Yes,"Accel Partners & Co Inc
T. Rowe Price Threshold Partnerships
Undisclosed Firm
Accel Partners & Co Inc
Accel Partners & Co Inc",Goldman Sachs,2,210000.00,NA,105.22,170.51,NA,34.39,17.88,0.104861885,0,149.30,0.00%,0.003108003,14.41,0.345652217,30.950001
69,3/31/16,6/1/16,NantHealth Inc,Computer Facilities Management Services,United States,NH,91.00,91.00,14.00,Common Shares,Yes,"Commonwealth Capital Ventures
Commonwealth Capital Ventures
Egan Managed Capital LP
Summit Partners LP
Matrix Partners LP
Matrix Partners LP",Jefferies,1,20000.00,NA,33.921,58.3,NA,94.5,-72.01,-1.23516295,0,601.90,0.00%,0.011059302,14.2,0.327857143,18.59
70,3/31/16,6/22/16,Twilio Inc,Software Publishers,United States,TWLO,150.00,150.00,15.00,Class A Shares,Yes,"Verizon Communications Inc
Undisclosed Firm
Celgene Corp
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm",Goldman Sachs,1,507500.00,NA,88.846,166.919,49.308,127.858,-35.504,-0.212701969,0,167.25,0.00%,0.014083129,21.17,0.919333333,28.79
71,6/30/16,7/22/16,TPI Composites Inc,Turbine and Turbine Generator Set Units Manufacturing,United States,TPIC,68.75,68.80,11.00,Common Shares,Yes,"Undisclosed Firm
Undisclosed Firm
Draper Fisher Jurvetson International Inc
Bessemer Venture Partners
T. Rowe Price Threshold Partnerships
Undisclosed Firm
Bessemer Venture Partners
Bessemer Venture Partners
Founders Fund, The
Fidelity Investment Funds II
Redpoint Ventures
Union Square Ventures LLC
Union Square Ventures LLC
Union Square Ventures LLC
Founders Fund, The
Undisclosed Firm
Salesforce Ventures
Bessemer Venture Partners
Redpoint Ventures
Draper Fisher Jurvetson International Inc
Union Square Ventures LLC
500 Startups L P
Undisclosed Firm
Bessemer Venture Partners
Altimeter Capital Management LP
Undisclosed Firm
Undisclosed Firm",JP Morgan,4,339014.10,NA,320.747,585.85,NA,41.75,-5.74,-0.00979773,84.5,352.60,23.96%,0.043921186,12.02,0.232727273,13.56
72,3/31/16,8/11/16,Airgain Inc,Wireless Telecommunications Carriers (Except Satellite),United States,AIRG,12.00,12.00,8.00,Common Shares,Yes,"Angeleno Group Investors LLC
Angeleno Group Investors LLC
Angeleno Group Investors LLC
Angeleno Group Investors LLC
Angeleno Group Investors LLC
Angeleno Group Investors LLC
Angeleno Group Investors LLC
Undisclosed Firm
GE Commercial Finance - Equity
GE Commercial Finance - Equity
Landmark Partners Inc
Landmark Partners Inc
Landmark Partners Inc
Landmark Partners Inc
Landmark Partners Inc
Landmark Partners Inc
Landmark Partners Inc
Element Management LP
Element Management LP
Element Management LP
Element Management LP
Element Management LP
Element Management LP
Element Management LP
Element Management LP
Natural Gas Partners
Natural Gas Partners
Natural Gas Partners
Natural Gas Partners
Natural Gas Partners
GE Energy Financial Services Inc
Undisclosed Firm
Undisclosed Firm
Landmark Partners Inc
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Angeleno Group Investors LLC
Element Management LP
Landmark Partners Inc
Undisclosed Firm",Northland Capital Markets,0,109348.80,NA,25.509,27.793,4.035,11.975,-0.27,-0.009714676,0.3469,13.60,2.55%,0.017213292,11.68,0,8
73,6/30/16,9/15/16,Everbridge Inc,Computer Systems Design Services,United States,EVBG,90.00,90.00,12.00,Common Shares,Yes,"First Stage Capital Equity Funds
First Stage Capital Equity Funds
First Stage Capital Equity Funds
Northwater Capital Management Inc
Northwater Capital Management Inc
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Gen3 Partners Inc
Gen3 Partners Inc
Gen3 Partners Inc
Gen3 Partners Inc
Gen3 Partners Inc
Gen3 Partners Inc
Gen3 Partners Inc
Undisclosed Firm
Undisclosed Firm
Gen3 Partners Inc
Gen3 Partners Inc
Gen3 Partners Inc",Credit Suisse,1,16016.70,NA,42.421,58.72,25.925,49.718,-10.824,-0.184332425,1.255,48.90,2.57%,-0.01229587,16.299999,0.270833333,15.25
74,6/30/16,9/22/16,Apptio Inc,Software Publishers,United States,APTI,96.00,96.00,16.00,Common Shares,Yes,"Greylock Partners LLC
Madrona Venture Group
Shasta Ventures LP
Andreessen Horowitz LLC
Undisclosed Firm
Undisclosed Firm
Madrona Venture Group
Greylock Partners LLC
Undisclosed Firm
Hillman Co
Undisclosed Firm
Greylock Partners LLC
T. Rowe Price Threshold Partnerships
Shasta Ventures LP
Madrona Venture Group
Madrona Venture Group
Greylock Partners LLC
Andreessen Horowitz LLC
Andreessen Horowitz LLC
Shasta Ventures LP
Shasta Ventures LP
Undisclosed Firm
Andreessen Horowitz LLC
Andreessen Horowitz LLC
Greylock Partners LLC
Madrona Venture Group
Shasta Ventures LP
Ignition Ventures Management LLC
Shasta Ventures LP
Madrona Venture Group
Greylock Partners LLC
Vista Equity Partners LLC
Vista Equity Partners LLC",Goldman Sachs,2,135999.90,NA,106.615,129.251,71.337,119.653,-41.007,-0.317266404,0,107.49,0.00%,-0.008174672,12.02,0.409374938,22.549999
75,7/31/14,9/29/16,Nutanix Inc,Software Publishers,United States,NTNX,237.92,237.90,16.00,Class A Shares,Yes,"ABS Ventures
Undisclosed Firm
ABS Ventures
ABS Ventures
ABS Ventures
ABS Ventures",Goldman Sachs,3,11280.00,NA,127.127,241.432,73.51,259.328,-126.127,-0.522412108,0,119.00,0.00%,-0.01522939,14.02,1.3125,37
76,6/30/16,10/7/16,EverSpin Technologies,"Mnfr memory,sensors",United States,MRAM,40.00,40.00,8.00,Common Shares,Yes,"Beijing Capital Investment Co Ltd
Khosla Ventures LLC
Morgan Stanley Expansion Capital
Battery Ventures LP
Blumberg International Partners LLC
Blumberg International Partners LLC
Fidelity Investment Funds II
Sapphire Ventures LLC
Greenspring Associates Inc
Lightspeed Management Company LLC
Battery Ventures LP
Lightspeed Management Company LLC
Lightspeed Management Company LLC
Undisclosed Firm
Riverwood Capital Group LLC
Wellington Management Company LLP
Lightspeed Management Company LLC
Khosla Ventures LLC
Khosla Ventures LLC
Khosla Ventures LLC
Goldman Sachs & Co LLC
Lightspeed Management Company LLC",Stifel,1,320197.00,NA,24.896,26.546,3.823,31.514,-17.536,-0.660589166,9.046,13.70,66.03%,-0.018127036,13.48,0.0025,8.02
77,9/25/16,10/27/16,Quantenna Communications Inc,Internet Service Providers,United States,QTNA,107.20,107.20,16.00,Common Shares,Yes,"New Venture Partners LLC
Draper Fisher Jurvetson International Inc
NXP USA Inc
Epic Ventures Inc
Undisclosed Firm
Undisclosed Firm
Epic Ventures Inc
New Venture Partners LLC
New Venture Partners LLC
Sigma Partners
Draper Fisher Jurvetson International Inc
Epic Ventures Inc
LUX CAPITAL GROUP L L C
Draper Fisher Jurvetson International Inc
NXP USA Inc
Draper Fisher Jurvetson International Inc
LUX CAPITAL GROUP L L C
Sigma Partners
New Venture Partners LLC
LUX CAPITAL GROUP L L C
New Venture Partners LLC
Sigma Partners
Epic Ventures Inc
Undisclosed Firm
Draper Fisher Jurvetson International Inc
Sigma Partners
New Venture Partners LLC
LUX CAPITAL GROUP L L C
Epic Ventures Inc
Undisclosed Firm
Sigma Partners
Epic Ventures Inc
New Venture Partners LLC",Morgan Stanley,2,136824.10,NA,66.86,83.733,6.644,47.431,-70.45,-0.841364814,10.069,55.10,18.27%,-0.011133316,15.36,-0.120625,14.07
78,12/31/16,3/1/17,Snap Inc,Software Reproducing,United States,SNAP,3400.00,3400.00,17.00,Class A Shares,Yes,"Sigma Partners
Sigma Partners
Sigma Partners
Sigma Partners
Venrock Inc
Venrock Inc
Venrock Inc
Venrock Inc
Venrock Inc
Venrock Inc
Venrock Inc
Venrock Inc
Venrock Inc
Sequoia Capital Operations LLC
Duff Ackerman & Goodrich LLC
Grazia Equity GmbH
Grazia Equity GmbH
Grazia Equity GmbH
Grazia Equity GmbH
Grazia Equity GmbH
Grazia Equity GmbH
Southern Cross Venture Partners Pty Ltd
Southern Cross Venture Partners Pty Ltd
Rossiiskaia Korporatsiia Nanotekhnologii GK
Rossiiskaia Korporatsiia Nanotekhnologii GK
Southern Cross Venture Partners Pty Ltd
Southern Cross Venture Partners Pty Ltd
Southern Cross Venture Partners Pty Ltd
Undisclosed Firm
Sigma Partners
Sigma Partners
Sigma Partners
Sigma Partners
Sigma Partners
Sigma Partners
Duff Ackerman & Goodrich LLC
Telefonica SA
Bright Capital OOO
Venrock Inc
Undisclosed Firm
Southern Cross Venture Partners Pty Ltd
Venrock Inc
Southern Cross Venture Partners Pty Ltd
New Enterprise Associates Inc
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Duff Ackerman & Goodrich LLC
Venrock Inc
Venrock Inc
Venrock Inc
Venrock Inc
NTT Finance Corp
Sigma Partners
Duff Ackerman & Goodrich LLC
Southern Cross Venture Partners Pty Ltd
Undisclosed Firm
Venrock Inc
Southern Cross Venture Partners Pty Ltd
Sequoia Capital Operations LLC
Duff Ackerman & Goodrich LLC
Sigma Partners
Undisclosed Firm
Sigma Partners
Sigma Partners
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Southern Cross Venture Partners Pty Ltd
Duff Ackerman & Goodrich LLC
NTT Finance Corp
Rossiiskaia Korporatsiia Nanotekhnologii GK
Sequoia Capital Operations LLC
Sigma Partners
Undisclosed Firm
Undisclosed Firm
Venrock Inc
Swisscom AG
Swisscom AG
Swisscom AG
Venrock Inc
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Duff Ackerman & Goodrich LLC
TPG Capital Management LP
TPG Capital Management LP",Morgan Stanley,6,168142.70,NA,58.663,404.482,125.371,924.867,-514.463,-1.271905796,0,1723.00,0.00%,0.053746411,12.54,0.44,24.48
79,12/31/16,3/16/17,MuleSoft Inc,Software Publishers,United States,MULE,221.00,221.00,17.00,Class A Shares,Yes,"CapitalG Management Company LLC
SV Angel
Benchmark Capital
Institutional Venture Partners
Lightspeed Management Company LLC
General Catalyst Partners LLC
Benchmark Capital
Kleiner Perkins
Kleiner Perkins
Fidelity Ventures
Mail.Ru Group Ltd
Undisclosed Firm
Lightspeed Management Company LLC
Undisclosed Firm
Institutional Venture Partners
Undisclosed Firm
SV Angel
SV Angel
Coatue Management L L C
Benchmark Capital
General Catalyst Partners LLC
Undisclosed Firm
CapitalG Management Company LLC
Meritech Capital Partners
Undisclosed Firm
Undisclosed Firm",Goldman Sachs,2,2423771.60,NA,110.252,187.747,122.63,187.069,-49.599,-0.264179987,0,202.94,0.00%,0.020453569,11.21,0.455882353,24.75
80,9/30/15,4/5/17,Elevate Credit Inc,Miscellaneous Financial Investment Activities,United States,ELVT,80.60,80.60,6.50,Common Shares,Yes,"Morgenthaler Ventures
Bay Partners
Bay Partners
Morgenthaler Ventures
Morgenthaler Ventures
Morgenthaler Ventures
New Enterprise Associates Inc
Lightspeed Management Company LLC
Lightspeed Management Company LLC
Lightspeed Management Company LLC
New Enterprise Associates Inc
Sapphire Ventures LLC
Undisclosed Firm
Lightspeed Management Company LLC
Undisclosed Firm
Institutional Venture Partners
Undisclosed Firm
Hummer Winblad Venture Partner
Morgenthaler Ventures
Undisclosed Firm
Undisclosed Firm
Hummer Winblad Venture Partner
Hummer Winblad Venture Partner
New Enterprise Associates Inc
New Enterprise Associates Inc
New Enterprise Associates Inc
Sapphire Ventures LLC
Sapphire Ventures LLC
Meritech Capital Partners
Meritech Capital Partners
Bay Partners
Undisclosed Firm
Undisclosed Firm
Salesforce Ventures
Cisco Investments Inc
Hummer Winblad Venture Partner
Hummer Winblad Venture Partner
New Enterprise Associates Inc
New Enterprise Associates Inc
Morgenthaler Ventures
Morgenthaler Ventures
Canvas Venture Fund
Lightspeed Management Company LLC
Lightspeed Management Company LLC
Bay Partners
Sands Capital Management LLC
Bay Partners
Hummer Winblad Venture Partner
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Sapphire Ventures LLC
Hummer Winblad Venture Partner
Hummer Winblad Venture Partner
Hummer Winblad Venture Partner",UBS,3,261877.20,NA,179.694,300.306,5.878,84.612,-20.155,-0.067114876,174.8,362.04,48.28%,-0.012325977,12.89,0.193846154,7.76
81,1/31/17,4/6/17,Okta Inc,Software Publishers,United States,OKTA,187.00,187.00,17.00,Class A Shares,Yes,"Greylock Partners LLC
Greylock Partners LLC
Greylock Partners LLC
Floodgate Fund LP
Floodgate Fund LP
Sequoia Capital Operations LLC
Altimeter Capital Management LP
Sequoia Capital Operations LLC
Sequoia Capital Operations LLC
Glynn Capital Management LLC
Andreessen Horowitz LLC
Andreessen Horowitz LLC
Andreessen Horowitz LLC
Andreessen Horowitz LLC
Andreessen Horowitz LLC
Khosla Ventures LLC
Khosla Ventures LLC
Khosla Ventures LLC
Khosla Ventures LLC
Undisclosed Firm
Greylock Partners LLC
Greylock Partners LLC
Sequoia Capital Operations LLC
Greylock Partners LLC
Andreessen Horowitz LLC
Khosla Ventures LLC
Undisclosed Firm
Undisclosed Firm",Goldman Sachs,2,232169.90,NA,41.01,85.907,77.915,125.871,-76.302,-0.888193046,0,120.78,0.00%,-0.00658227,12.39,0.382941176,23.51
82,1/31/17,4/12/17,Yext Inc,Dvlp local search solutions,United States,YEXT,115.50,115.50,11.00,Common Shares,Yes,"Sutter Hill Ventures
Sutter Hill Ventures
Sutter Hill Ventures
WGI Group
Sutter Hill Ventures
Sutter Hill Ventures
Undisclosed Firm
Institutional Venture Partners
Institutional Venture Partners
Institutional Venture Partners
CrunchFund
WGI Group
Innovation Endeavors
Institutional Venture Partners
Insight Venture Management LLC
Institutional Venture Partners
Institutional Venture Partners
Innovation Endeavors
Undisclosed Firm",Morgan Stanley,2,116472.90,NA,60.002,89.724,49.822,84.829,-26.495,-0.295294459,0,66.90,0.00%,-0.015895038,15.77,0.219090909,13.41
83,1/31/17,4/27/17,Cloudera Inc,Provides data management software and services,United States,CLDR,225.00,225.00,15.00,Common Shares,Yes,"Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Ignition Ventures Management LLC
Greylock Partners LLC
Meritech Capital Partners
In Q Tel Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Greylock Partners LLC
Meritech Capital Partners
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Meritech Capital Partners
Ignition Ventures Management LLC
Greylock Partners LLC
In Q Tel Inc
MSD Capital LP
GV Management Co LLC
Undisclosed Firm
T. Rowe Price Threshold Partnerships
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Greylock Partners LLC
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Accel Partners & Co Inc
Intel Capital Corp",Morgan Stanley,2,1040677.30,NA,166.048,261.026,203.161,361.377,-187.317,-0.717618168,0,442.54,0.00%,0.013938462,10.36,0.206666667,18.1
84,3/31/17,5/24/17,Appian Corp,Dvlp bus process mgmt software,United States,APPN,75.00,75.00,12.00,Class A Shares,Yes,"New Enterprise Associates Inc
Novak Biddle Venture Partners LP
Novak Biddle Venture Partners LP
Undisclosed Firm",Morgan Stanley,2,47500.00,NA,112.204,132.923,54.137,94.17,-12.461,-0.093746003,20,96.52,20.72%,0.014504377,10.02,0.25,15
85,3/31/17,6/28/17,Blue Apron Holdings Inc,Mail-Order Houses,United States,APRN,300.00,300.00,10.00,Class A Shares,Yes,"First Round Capital
Bessemer Venture Partners
Undisclosed Firm
Bessemer Venture Partners
Bessemer Venture Partners
First Round Capital
First Round Capital
Undisclosed Firm
Undisclosed Firm
Stripes Group LLC
Stripes Group LLC
Undisclosed Firm
Bessemer Venture Partners
First Round Capital
Undisclosed Firm
Undisclosed Firm",Goldman Sachs,3,195300.10,NA,340.803,795.416,144.141,850.219,-54.886,-0.069002887,44.533,322.47,13.81%,0.008240186,10.03,-0.005,9.95
86,,7/27/17,Redfin Corp,Other Real Estate Services,United States,RDFN,138.47,138.50,15.00,Common Shares,Yes,"Vulcan Capital
Undisclosed Firm
Annox Capital
Globespan Capital Partners
Wellington Management Company LLP
Undisclosed Firm
Draper Fisher Jurvetson International Inc
Greylock Partners LLC
Madrona Venture Group
BEV Capital
Globespan Capital Partners
Greylock Partners LLC
Madrona Venture Group
Vulcan Capital
Draper Fisher Jurvetson International Inc
Madrona Venture Group
Greylock Partners LLC
BEV Capital
Globespan Capital Partners
Draper Fisher Jurvetson International Inc
Tiger Global Management LLC
Annox Capital
Undisclosed Firm
T. Rowe Price Threshold Partnerships
Vulcan Capital
Greylock Partners LLC
Madrona Venture Group
Draper Fisher Jurvetson International Inc
Hillman Co
T. Rowe Price Threshold Partnerships
Madrona Venture Group
Madrona Venture Group
Madrona Venture Group
BEV Capital
Madrona Venture Group
BEV Capital
Vulcan Capital
Hillman Co
Draper Fisher Jurvetson International Inc
Hillman Co
Glynn Capital Management LLC
Tiger Global Management LLC",Goldman Sachs,1,168513.30,NA,187.338,267.196,28.571,105.528,-22.526,-0.084305154,0,116.91,0.00%,0.024323519,10.11,0.446666733,21.700001
87,6/30/17,9/27/17,Roku Inc,Cable and Other Subscription Programming,United States,ROKU,219.40,219.40,14.00,Class A Shares,Yes,"Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Fidelity Investment Funds II
HearstLab
Menlo Ventures
Undisclosed Firm
Undisclosed Firm
Undisclosed Firm
Globespan Capital Partners
Menlo Ventures
Undisclosed Firm
Menlo Ventures
Undisclosed Firm
Undisclosed Firm
Globespan Capital Partners
Undisclosed Firm
Menlo Ventures
Menlo Ventures
Menlo Ventures
Globespan Capital Partners",Morgan Stanley,1,196858.90,NA,319.857,398.649,52.888,164.406,-42.758,-0.107257261,22.811,190.08,12.00%,0.022406656,9.87,0.678571429,23.5
88,9/30/17,10/11/17,Cargurus Inc,"Data Processing, Hosting, and Related Services",United States,CARG,150.40,150.40,16.00,Class A Shares,Yes,"T. Rowe Price Threshold Partnerships
Foxhaven Asset Management LP
Undisclosed Firm
Undisclosed Firm",Goldman Sachs,2,60000.00,NA,75.142,171.302,154.125,179.997,6.497,0.03792717,0,121.30,0.00%,0.023313659,9.85,0.72375,27.58
89,7/31/17,10/18/17,MongoDB,Software Reproducing,United States,MDB,192.00,192.00,24.00,Class A Shares,Yes,"T. Rowe Price Threshold Partnerships
In Q Tel Inc
Goldman Sachs & Co LLC
Altimeter Capital Management LP
T. Rowe Price Threshold Partnerships
New Enterprise Associates Inc
Undisclosed Firm
Undisclosed Firm
Altimeter Capital Management LP
New Enterprise Associates Inc
Undisclosed Firm
Undisclosed Firm
Union Square Ventures LLC
Intel Capital Corp
Undisclosed Firm
Sequoia Capital Operations LLC
Intel Capital Corp
Union Square Ventures LLC
Exeter Venture Management Company LLC
Sequoia Capital Operations LLC
Union Square Ventures LLC
Exeter Venture Management Company LLC
Exeter Venture Management Company LLC
Sequoia Capital Operations LLC
Union Square Ventures LLC
Sequoia Capital Operations LLC
Exeter Venture Management Company LLC
New Enterprise Associates Inc
Union Square Ventures LLC",Morgan Stanley,3,311000.00,NA,65.271,101.358,78.584,157.438,-86.681,-0.855196432,0,157.80,0.00%,0.02402691,10.07,0.33625,32.07
90,9/30/17,11/9/17,Bandwidth Inc,Internet Service Providers,United States,BAND,80.00,80.00,20.00,Class A Shares,Yes,Carmichael Partners LLC,Morgan Stanley,2,22000.00,NA,137.801,152.125,9.294,51.673,25.358,0.166691865,37.674,63.30,59.52%,0.013942416,10.5,0.05950005,21.190001
91,6/30/17,11/14/17,SendGrid Inc,Software Publishers,United States,SEND,131.20,131.20,16.00,Common Shares,Yes,"Techstar
Bain Capital Venture Partners LLC
Uncork Capital
Bain Capital Venture Partners LLC
Bessemer Venture Partners
Bessemer Venture Partners
Foundry Group LLC
Bessemer Venture Partners
Uncork Capital
Foundry Group LLC
Techstar
Undisclosed Firm
Highway 12 Ventures
Highway 12 Ventures
Founders Fund, The
Techstar
Uncork Capital
Uncork Capital
500 Startups L P
Highway 12 Ventures
Undisclosed Firm
Foundry Group LLC
Techstar
Foundry Group LLC
Bessemer Venture Partners
Undisclosed Firm
Bain Capital Venture Partners LLC
Highway 12 Ventures",Morgan Stanley,1,81896.10,NA,58.476,79.929,21.8,61.925,-3.908,-0.048893393,0,73.40,0.00%,0.009557829,11.59,0.125,18
92,7/29/17,11/16/17,Stitch Fix Inc,Mail-Order Houses,United States,SFIX,120.00,120.00,15.00,Class A Shares,Yes,"Benchmark Capital
Baseline Ventures LLC
Benchmark Capital
Lightspeed Management Company LLC
Western Technology Investment",Goldman Sachs,1,16749.90,NA,730.313,977.139,NA,402.781,-0.594,-0.000607897,0,237.20,0.00%,0.012330191,11.76,0.01,15.15
93,9/30/17,12/14/17,Casa Systems Inc,Mnfr cable edge devices,United States,CASA,78.00,78.00,13.00,Common Shares,Yes,Summit Partners LP,Morgan Stanley,1,96460.00,NA,272.45,316.128,36.114,103.539,88.668,0.280481324,298.147,583.04,51.14%,0.030768605,10.49,0.107692308,14.4
